"","X.2","X.1","Edad","nivel_de_educaccion","ORG_BASE","Acceso_a_internet","miembros_familia","informacion_telefono_confianza","Tipo_de_Celular","informacion_telefono","Clima","finaca_uso_cafe","Finaca_hectares","ALTITUD_m_s_n_m","EDAD_DE_CULTIVO","Distanciamiento_entre_plantas","Distanciamiento_entre_filas","alimentos_procedencia","tierra_tenencia","empezar_cultivar_cafe","cafe_suelo_calidad","cafe_tierra","numeroplantasproduccionhectarea","capacitacion_cafe","cafe_pracitcas","num_cafe_pracitcas","distinct_cafe_pracitcas","num_aplic_fertilizers","enfermedades","num_enfermedades","distinct_enfermedades","num_fungal_enfermedades","num_pest_enfermedades","num_other_enfermedades","variedades","num_variedades","distinct_variedades","arbol_bajosombra","num_arbolessombra","distinct_arbolessombra","floracion_normal","floracion","plantas_etapa","X_GPS_longitude","X_GPS_altitude.y","yoloV8_aver","RealCherriesBranch.x","ID","Climate","FarmUseCoffee","FarmArea","Altitude","SoilQuality","CoffeeLand","TypesShadeTrees","DistinctShadeTrees","AltitudeGPS","RealCherriesBranch.y","RH2M_avg","T2M","PR","clase_ufh","distri_adt","profundi","simb_final","p_idh","p_textura","p_profundi","s_uc_fase","municipio","p_humedad","taxonomia","p_temp","p_co","co","p_sat_alum","perfil","pedrego","humedad","unidad_cli","drenaje","vlr_pote_f","sim_clim_f","n_rang_ufh","p_inund","rango_pend","uc_suelo","pendiente","etp_ppt","rango_idh","salinidad","perd_sue","sb","s_uc","ce","sat_alum","p_ph","p_cic","limitante","ph","p_sb","area_ha","p_drenaje","alt_msnm","p_pend","sue_no_sue","inund","cod_depart","temp_med","p_perd_sue","cic","p_salini","departamen","p_sodio","textura","cod_dane_m","p_pedrego","vlr_pote","consecutiv","geometry","X","X_GPS_latitude","X_GPS_altitude","production_farm_yolo","production_farm_real"
"196",193,193,"2635","secundaria_completa","aroma de campo","yes",2,"seguro","smart_phone","informacion de mercado","calido",4,8.5,1600,3,1,1,"comprado__mercado","dueno","5+","buen_suelo_para_el_cafe","con_pendientes_pronunciadas",10000,"semanal","ferti_plag_enfere deshierbe control_de_plagas_y_enfermedades eliminacion_de_chupones poda",5,5,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo nogal nispero",3,3,"no sucedió en el tiempo esperado","retrasada","varias_etapas",-75.7755827,1624.3,3.78,7.463435374,133,"calido",4,8.5,1600,"buen_suelo_para_el_cafe","con_pendientes_pronunciadas",3,3,1624.3,7.463435374,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7755827"," 4.2098581)",4.2098581,1624.3,171.962962962963,325.074074074074
"197",194,194,"3645","secundaria_incompleta","ninguna","no",2,"seguro","smart_phone","no uso mi telefono para esto","calido",5,5,1332,7,1.2,1.4,"comprado__mercado","dueno","he_empezado_recientemente","buen_suelo_para_el_cafe","inclinado",5952.380952,"mensual","control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",3,3,2,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"platano",1,1,"normal","normal","color_verde_intenso",-75.7834178,1474.5,23.7,27.16885965,134,"calido",5,5,1332,"buen_suelo_para_el_cafe","inclinado",1,1,1474.5,27.16885965,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7834178"," 4.2222958)",4.2222958,1474.5,412.962962962963,458.851851851852
"198",195,195,"4655","primaria_completa","ninguna","yes",7,"seguro","smart_phone","recomendaciones agricolas","calido",4,6,1400,5,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","poda eliminacion_de_chupones deshierbe control_de_plagas_y_enfermedades ferti_plag_enfere",5,5,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"platano",1,1,"menos","menos","color_verde_intenso",-75.7826824,1339.840698,18.04,22.94567901,87,"templado",0.25,1,1936,"buen_suelo_para_el_cafe","inclinado",1,1,1905,11.76479751,86.75,18.58,1.28,"9",0,"Profundo","09Pf2s1-38",10,8,10,"MQ45f2","El Tambo",15,"TYPIC DYSTRUDEPTS",0,8,2.74,0,"C-86","No pedregoso","Udico","Templado muy húmedo","Bien",36,"P",38,0,"50-75","MQAf2","f","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",12.6,"MQ45",0,0,8,5,"2s1",5.7,3,1715.015503,10,"1000-2000",10,"Suelo","No hay",19,"18-24",-3,25.3,0,"Cauca",0,"Franco arcillo arenosa",19256,0,84,48857,"c(-76.9016855"," 2.467172)",4.2231996,1339.84069824219,279.814814814815,344.185185185185
"199",196,196,"4655","primaria_completa","ninguna","yes",7,"seguro","smart_phone","recomendaciones agricolas","calido",4,6,1400,5,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","poda eliminacion_de_chupones deshierbe control_de_plagas_y_enfermedades ferti_plag_enfere",5,5,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"platano",1,1,"menos","menos","color_verde_intenso",-75.7826824,1339.840698,18.04,22.94567901,135,"calido",4,6,1400,"buen_suelo_para_el_cafe","inclinado",1,1,1339.840698,22.94567901,83.62,17.37,3.39,"3",0,"Moderadamente Profundo","03Qb-73",10,10,8,"PQ19b","Génova",15,"TYPIC UDIFLUVENTS",0,10,6,0,"PQ25","No pedregoso","Udico","Templado húmedo","Bien",70,"Q",73,-3,"45841","QUb","b","0.5 - 1","0,77 - 0,99","No salino","Baja",0,"PQ19",0,0,4,1,"Sin limitante",5.1,0,45.75727658,10,"1000-2000",10,"Suelo","Cortas",63,"18-24",0,0,0,"Quindío",0,"Franco limosa",63302,0,75,54321,"c(-75.7826824"," 4.2231996)",4.2231996,1339.84069824219,279.814814814815,344.185185185185
"200",197,197,"4655","primaria_completa","ninguna","yes",7,"seguro","smart_phone","recomendaciones agricolas","calido",4,6,1400,5,1.2,1.5,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"mensual","poda eliminacion_de_chupones deshierbe control_de_plagas_y_enfermedades ferti_plag_enfere",5,5,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"platano",1,1,"menos","menos","color_verde_intenso",-75.7826824,1339.840698,18.04,22.94567901,218,"calido",2,2,1700,"buen_suelo_para_el_cafe","inclinado",1,1,1699.659912,18.23769339,83.62,17.37,3.39,"10",0,"Superficiales","10Pf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado muy húmedo","Bien",31,"P",30,0,"50-75","GEf2","f","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,966.4397261,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54279,"c(-75.8151688"," 4.197306)",4.2231996,1339.84069824219,279.814814814815,344.185185185185
"201",198,198,"2635","educacion_tecnica","cooperativa caficultores de genova","yes",3,"nada_seguro","smart_phone","preciocafe_clima","calido",2.2,4.5,1700,6,1.3,1.5,"comprado__mercado producido_en_la_finaca","dueno","5+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semanal","poda",1,1,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"guamo chachafrutos",2,2,"normal","normal","varias_etapas",-75.7765954,1883,17.7,14.71595331,136,"calido",2.2,4.5,1700,"buen_suelo_para_el_cafe","inclinado",2,2,1883,14.71595331,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7765954"," 4.193302)",4.193302,1883,547.777777777778,420.222222222222
"202",199,199,"5665","primaria_incompleta","ninguna","yes",2,"nada_seguro","smart_phone","no uso mi telefono para esto","calido",2.5,2.5,1650,1,1.5,1.2,"comprado__mercado producido_en_la_finaca","dueno","5+","buen_suelo_para_el_cafe","inclinado",5555.555556,"semestral","poda control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",4,4,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"no",0,0,"poca floración","poca","color_verde_intenso",-75.7778107,1860,21.56,26.84280303,137,"calido",2.5,2.5,1650,"buen_suelo_para_el_cafe","inclinado",0,0,1860,26.84280303,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7778107"," 4.1935546)",4.1935546,1860,515,524.925925925926
"203",200,200,"5665","primaria_completa","ninguna","no",4,"nada_seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",4,6,1650,5,1.5,1.3,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","eliminacion_de_chupones deshierbe",2,2,3,"antracnosis",1,1,0,1,0,"castillo",1,1,"platano",1,1,"no hubo floración","no_floracion","color_verde_intenso",-75.7794535,1835,21.15,16.69150327,138,"calido",4,6,1650,"buen_suelo_para_el_cafe","inclinado",1,1,1835,16.69150327,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7794535"," 4.1949608)",4.1949608,1835,643.555555555556,472.925925925926
"204",201,201,"5665","primaria_completa","cooperativa caficultores de genova","no",2,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",3,4.5,1912,6,1.3,1.5,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","ferti_plag_enfere deshierbe",2,2,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"platano guamo nogal",3,3,"normal","normal","cabeza_de_alfiler",-75.7756156,1948.442871,25.67,14.79428571,139,"templado",3,4.5,1912,"buen_suelo_para_el_cafe","inclinado",3,3,1948.442871,14.79428571,83.62,17.37,3.39,"10",0,"Superficiales","10Lf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Frío húmedo","Bien",31,"L",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,670.1694452,10,"2000-3000",10,"Suelo","No hay",63,"43435",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54285,"c(-75.7756156"," 4.1923845)",4.1923845,1948.44287109375,519.925925925926,287.666666666667
"205",202,202,"4655","primaria_completa","cooperativa caficultores de genova","no",2,"poco_seguro","non_internet_capable_phone","no uso mi telefono para esto","frio",3.5,6,1856,5,1.4,1.3,"producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5494.505495,"semestral","ferti_plag_enfere deshierbe",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"platano",1,1,"normal","normal","color_verde_intenso",-75.7782096,1840.358398,24.37,19.43127148,140,"frio",3.5,6,1856,"buen_suelo_para_el_cafe","inclinado",1,1,1840.358398,19.43127148,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7782096"," 4.1943886)",4.1943886,1840.3583984375,558.481481481482,418.851851851852
"206",203,203,"4655","primaria_completa","cooperativa caficultores de genova","no",3,"seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",4,4.6,1610,4,1.3,1.5,"producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","ferti_plag_enfere deshierbe",2,2,2,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy poca","poca","cabeza_de_alfiler",-75.7808946,1635.019199,18.11,17.48717949,141,"templado",4,4.6,1610,"buen_suelo_para_el_cafe","inclinado",1,1,1635.019199,17.48717949,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7808946"," 4.2009818)",4.2009818,1635.01919893593,294.333333333333,227.333333333333
"207",204,204,"4655","primaria_completa","cooperativa caficultores de genova","yes",3,"seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",4,4.8,1611,6,1.3,1.5,"producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","ferti_plag_enfere deshierbe",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"platano",1,1,"muy poca","poca","cabeza_de_alfiler",-75.7788657,1644.833008,37.41,20.63082437,142,"templado",4,4.8,1611,"buen_suelo_para_el_cafe","inclinado",1,1,1644.833008,20.63082437,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7788657"," 4.2017896)",4.2017896,1644.8330078125,814.481481481482,426.37037037037
"208",205,205,"5665","primaria_completa","aroma de campo","no",5,"nada_seguro","smart_phone","no uso mi telefono para esto","calido",4,6.472,1608,3,1,1.2,"producido_en_la_finaca comprado__mercado","dueno","he_empezado_recientemente","buen_suelo_para_el_cafe","inclinado",8333.333333,"semestral","ferti_plag_enfere deshierbe eliminacion_de_chupones control_de_plagas_y_enfermedades",4,4,7,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"platano guamo nogal",3,3,"no floreció suficiente","no_floracion","floreciendo",-75.7749142,1615.3,18.89,16.74707602,143,"calido",4,6.472,1608,"buen_suelo_para_el_cafe","inclinado",3,3,1615.3,16.74707602,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7749142"," 4.2050351)",4.2050351,1615.3,972.444444444444,848.518518518518
"209",206,206,"3645","secundaria_completa","aroma de campo","yes",2,"seguro","smart_phone","recomendaciones agricolas","calido",5.5,7.3,1450,3,1.1,1.4,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",6493.506494,"semanal","ferti_plag_enfere deshierbe poda eliminacion_de_chupones control_de_plagas_y_enfermedades",5,5,6,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"platano nogal guamo eucaliptos",4,4,"por el clima hizo variación en la floracion","clima_afecta","varias_etapas",-75.7726309,1552.3,31.48,12.80978261,144,"calido",5.5,7.3,1450,"buen_suelo_para_el_cafe","inclinado",4,4,1552.3,12.80978261,83.62,17.37,3.39,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7726309"," 4.2076707)",4.2076707,1552.3,1252.37037037037,523.777777777778
"210",207,207,"5665","primaria_incompleta","cooperativa caficultores de genova","no",6,"seguro","non_internet_capable_phone","no uso mi telefono para esto","calido",1.5,6.2,1465,8,1.5,1.2,"producido_en_la_finaca","la_mayor_parte_de_la_tierra_es_propiedad","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"semestral","ferti_plag_enfere deshierbe",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"muy poco","poca","cabeza_de_alfiler",-75.7851263,1365.018227,9.67,13.09066667,145,"calido",1.5,6.2,1465,"buen_suelo_para_el_cafe","inclinado",1,1,1365.018227,13.09066667,88.74,15.69,5.81,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7851263"," 4.2881845)",4.2881845,1365.01822743114,151.62962962963,181.814814814815
"211",208,208,"4655","secundaria_incompleta","cooperativa caficultores de genova","no",5,"seguro","smart_phone","no uso mi telefono para esto","calido",5,14,1453,4,1.3,1.5,"producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","deshierbe ferti_plag_enfere control_de_plagas_y_enfermedades",3,3,3,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"bajitas","bajitas","cabeza_de_alfiler",-75.7876147,1519.044836,35.48,23.26333333,146,"calido",5,14,1453,"buen_suelo_para_el_cafe","inclinado",1,1,1519.044836,23.26333333,88.74,15.69,5.81,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7876147"," 4.2777389)",4.2777389,1519.04483573217,403,258.481481481481
"212",209,209,"5665","primaria_incompleta","cooperativa caficultores de genova","no",2,"seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",7,9,1753,11,1.5,1.3,"comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5128.205128,"semestral","deshierbe ferti_plag_enfere",2,2,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"baja","poca","cabeza_de_alfiler",-75.7866465,1491.233032,49.04,26.4,147,"templado",7,9,1753,"buen_suelo_para_el_cafe","inclinado",1,1,1491.233032,26.4,88.74,15.69,5.81,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7866465"," 4.2776696)",4.2776696,1491.23303222656,1044.7037037037,528
"213",210,210,"3645","primaria_completa","ninguna","no",8,"seguro","smart_phone","no uso mi telefono para esto","frio",4.5,6,1800,7,1,1.8,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5555.555556,"nunca","control_de_la_erosion_del_suelo control_de_plagas_y_enfermedades eliminacion_de_chupones poda deshierbe ferti_plag_enfere",6,6,3,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"platano",1,1,"poquita","poca","color_verde_intenso",-75.8302437,1785.69043,22.81,23.9015873,148,"frio",4.5,6,1800,"buen_suelo_para_el_cafe","inclinado",1,1,1785.69043,23.9015873,83.62,17.37,3.39,"10",0,"Profundo","10Pf2s1-30",10,10,10,"ML38f2","Génova",15,"ACRUDOXIC MELANUDANDS",0,3,12.9,0,"PQ-10","No pedregoso","Udico","Templado muy húmedo","Bien",33,"P",30,0,"50-75","HGf2","f","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",34,"ML38",0,0,4,5,"2s1",5.1,3,393.7705431,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,66,0,"Quindío",0,"Franca",63302,0,77,54280,"c(-75.8302437"," 4.173125)",4.173125,1785.6904296875,545.444444444444,557.703703703704
"214",211,211,"4655","secundaria_completa","ninguna","no",2,"seguro","smart_phone","no uso mi teléfono para esto","calido",7,7,1700,5,1.2,1.4,"producido_en_la_finaca comprado__mercado","dueno","10+","buen_suelo_para_el_cafe","inclinado",5952.380952,"nunca","eliminacion_de_chupones control_de_la_erosion_del_suelo poda control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,1,"ojo_de_gallo",1,1,1,0,0,"castillo",1,1,"guamo",1,1,"poquita","poca","color_verde_intenso",-75.8101782,1808.467529,15.15,19.65614035,149,"calido",7,7,1700,"buen_suelo_para_el_cafe","inclinado",1,1,1808.467529,19.65614035,83.62,17.37,3.39,"10",0,"Superficiales","10Pf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado muy húmedo","Bien",31,"P",30,0,"50-75","GEf2","f","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,966.4397261,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54279,"c(-75.8101782"," 4.1885299)",4.1885299,1808.46752929688,349.518518518519,414.962962962963
"215",212,212,"4655","primaria_completa","ninguna","no",3,"seguro","smart_phone","no uso mi telefono para esto","calido",5,5,1800,3,1.3,1.4,"comprado__mercado producido_en_la_finaca","dueno","10+","buen_suelo_para_el_cafe","inclinado",5494.505495,"nunca","poda control_de_la_erosion_del_suelo eliminacion_de_chupones control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",6,6,1,"mancha_de_hierro",1,1,1,0,0,"castillo",1,1,"platano",1,1,"poquita","poca","color_verde_intenso",-75.8141105,1898.257813,23.63,29.68663594,150,"calido",5,5,1800,"buen_suelo_para_el_cafe","inclinado",1,1,1898.257813,29.68663594,83.62,17.37,3.39,"10",0,"Superficiales","10Pf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado muy húmedo","Bien",31,"P",30,0,"50-75","GEf2","f","0.25 - 0.5","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,966.4397261,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54279,"c(-75.8141105"," 4.1928037)",4.1928037,1898.2578125,586.296296296296,715.777777777778
"216",213,213,"2635","secundaria_completa","cooperativa","no",2,"seguro","non_internet_capable_phone","no uso mi telefono para esto","templado",4.5,4.5,1600,11,1.2,1.4,"comprado__mercado","la_mayor_parte_de_la_tierra_es_propiedad","10+","buen_suelo_para_el_cafe","inclinado",5952.380952,"semestral","control_de_plagas_y_enfermedades deshierbe ferti_plag_enfere",3,3,1,"roya_amarilla",1,1,1,0,0,"castillo",1,1,"guamo guanábana",2,2,"muy poca","poca","color_verde_intenso",-75.7767166,1588.110107,34.07,17.90344828,151,"templado",4.5,4.5,1600,"buen_suelo_para_el_cafe","inclinado",2,2,1588.110107,17.90344828,88.74,15.69,5.81,"10",0,"Superficiales","10Qf2s1-30",10,8,4,"MQ69f2","Génova",15,"TYPIC UDORTHENTS",0,10,6,0,"PQ-2","No pedregoso","Udico","Templado húmedo","Bien",31,"Q",30,0,"50-75","GEf2","f","0.5 - 1","0,77 - 0,99","No salino","Moderada",0,"MQ69",0,0,8,1,"2s1",5.6,0,4845.118071,10,"1000-2000",10,"Suelo","No hay",63,"18-24",-3,0,0,"Quindío",0,"Franco arcillo arenosa",63302,0,73,54311,"c(-75.7767166"," 4.2872433)",4.2872433,1588.11010742188,542.851851851852,288.444444444444
